Open,High,Low,Close,Volume,Adj Close,Target
0.03613841597069109,0.033025846197077664,0.015116620236037081,0.024410113959180683,0.042937840889585195,0.030450596032626388,0.01394492135128947
0.03127611378636311,0.02002843969902095,0.022677034217911996,0.0008696784764236717,0.006960338159981652,0.0018579237680354508,0.01212293514199791
0.011414071871015721,0.01406839512836277,0.01920830907114424,0.0049230977019935306,0.0017019700338613839,0.021421767045609812,0.025709741337981123
0.005944735388927761,0.03932433384312668,0.021549621419448665,0.020095927087994295,0.033500621227424324,0.033843209060965024,0.0233873625683923
0.029351964100009394,0.007112580739116528,0.011536902944327845,0.037670038986857717,0.04377857682109877,0.01087411181894354,0.01589709447980105
0.0166875053490425,0.03313114122241252,0.00675734882979559,0.020441880110154666,0.0,0.01836469136740101,0.030283581562440164
0.025831054414115057,0.040702068391799844,0.02921974776090654,0.028700932792009727,0.02352356265943943,0.03372412335637038,0.020405751950474168
0.025468985604089816,0.0168364923092338,0.02379800352662785,0.02838373339532901,0.011838718565305923,0.01610857830225861,0.028859222428089183
0.003119576660936427,0.016102861241460317,0.037307963168625564,0.03111921137349037,0.04529575239014174,0.0402099697338807,0.018959381665822093
0.007583560810793741,0.004764767107223302,0.03793537147031174,0.03743786484994167,0.016503584034991234,0.009531141721670874,0.021201955198610446
0.044829447777801706,0.022740844766024327,0.022186220104096897,0.0005418613141277356,0.013807349073233199,0.023106008156378827,0.018219718535165186
0.0018176023319444266,0.022667790104701872,0.025291015242983255,0.03690974928673994,0.010225270688299974,0.01240688355632163,0.024339506989167065
0.0010182240551106345,0.0270053576260984,0.02265105956766135,0.012189055476021528,0.03842977491095538,0.04474357029915509,0.01524615164598151
0.0072974101207289995,0.013039228339988157,0.0,0.01503833550860741,0.023880081126212874,0.032221854780351625,0.03007547307092279
0.04895676076589539,0.03983210631438871,0.039559762355491836,0.024140420093679206,0.011328671102149402,0.016635117793932206,0.02128763565881848
0.034492712239295335,0.02608283738666317,0.028303250378639514,0.0012613782412757275,0.029528812732635686,0.008056822974401441,0.0241217140278152
0.024550247256530395,0.03319696098447782,0.007215881250946831,0.03702014688050371,0.03342900430359396,0.009318043490838486,0.025059305017492994
0.004236508043483507,0.0,0.03565728963330876,0.03711110707787585,0.039454856190061234,0.033896069160228616,0.022846535334461588
0.0035567462225009963,0.01890363947153621,0.039083384163237804,0.024732399906989003,0.026673452082907254,0.024129590159598265,0.015167917977762018
0.001925705112398964,0.005263176665200887,2.2252668113678524e-05,0.0026015734417584075,0.04512379807166048,0.03607100190743968,0.021211575016401377
