Open,High,Low,Close,Volume,Adj Close,Target
0.028394662382213224,0.02012938139837251,0.024797468344489062,0.03448274336815313,0.025468021447939155,0.016506856318479698,0.018604017567331727
0.010522684057989947,0.023178160412810667,0.017546157673466074,0.023989496790907183,0.023267254913227453,0.013120351555589055,0.02125325609118423
0.0034205551127639336,0.037833284887138746,0.01999659430516051,0.011211796881864723,0.03905130708863219,0.016005998271545273,0.020437273353509342
0.023512640759074607,0.02196291616367011,0.009752310735651061,0.0011473146417414618,0.03365238830238175,0.03259606951853708,0.020005508125344434
0.03781816677872451,0.019249663906387448,0.009315640759176689,0.01914394349056778,0.0015350711631308188,0.03297056265407937,0.022512929129055444
0.022039471750538695,0.04058037998438646,0.02518140031315405,0.025678632982640698,0.018881913095597825,0.0027157766480149165,0.027613244609239782
0.03901082814579536,0.031093822182446416,0.02841228534690849,0.030737879953109507,0.012932779644016837,0.02349187238316208,0.022517231956076605
0.008406707162299612,0.021211050346269047,0.040224398189800156,0.03710382899579867,0.0121068876126186,0.016050519429673532,0.022108230608659813
0.04358814535337151,0.013877842598540267,0.02835315113383516,0.02986269467002785,0.016488337080954988,0.000479212815229124,0.024863627109044998
0.031987859813352275,0.007762393448990979,0.033742197581743585,0.01587463097903878,0.04336054081017004,0.016454140020974336,0.01772301689636463
0.009419332369631118,0.02868832791403466,0.0006726892633322129,0.010519634160002667,0.029903284372628534,0.027134833298558588,0.02705194973766839
0.032830291559126194,0.016782564977621234,0.008326600649425078,0.03365726773932147,0.04094552232693544,0.02976945117358093,0.02629669773677107
0.034062641447464466,0.0036979507519480817,0.005779154269276339,0.03402012616791716,0.04602969054844375,0.03419062323557663,0.016706777497595658
0.01134084125421501,0.01286040341679248,0.015986669665004963,0.029500803516172618,0.02704258037949164,0.003509366753897234,0.014228267066675925
0.005996267492834512,0.02227527885175276,0.011283796614294269,0.01879704359194936,0.02309283620791557,0.003924379641309075,0.026546153852837748
0.03492602531910051,0.03547579305242652,0.015443151232238073,0.01958917625930604,0.0380387550285531,0.015804022225402243,0.021969054095135474
0.022648990098565216,0.026612956314085095,0.003488259551292725,0.034729731696269125,0.006632735933076037,0.03770165097752465,0.022016795925900223
0.00870121504607228,0.036343682706153464,0.03786725612063708,0.012710508650311269,0.010679028792446556,0.025799084239780692,0.02522432961031164
0.046778989918884434,0.038317509400484645,0.026986306310437413,0.03392435018549807,0.0032564453643268475,0.002082376482238456,0.029049814533658316
0.04651554120193752,0.017395331742824385,0.03025918219671596,0.018557962196730518,0.025038792053835777,0.036532077809905715,0.016531615201097746
